id,MLM,HLM
TEST_000,31.926907618035948,51.0280474749536
TEST_001,61.486485547647334,74.3565751892938
TEST_002,27.58990008586441,45.443837968399215
TEST_003,51.325330598604,68.94963115763375
TEST_004,64.3848289951699,78.86252272145722
TEST_005,63.04466488449205,86.3414140595728
TEST_006,34.690852762948026,53.23388840697117
TEST_007,29.535981565381114,52.780107012205335
TEST_008,21.956136042204704,36.64771090897254
TEST_009,20.170107637115574,46.38501829291636
TEST_010,32.953059742787126,47.616145393231946
TEST_011,51.22106704535591,75.58431826192935
TEST_012,48.322643081387845,64.32345969317174
TEST_013,43.189061764350825,62.16820124297156
TEST_014,23.412610603550583,42.91018126434991
TEST_015,60.85086466404849,74.25270927216695
TEST_016,41.41685166857211,47.436046793218786
TEST_017,46.44673316569696,70.39939523422126
TEST_018,79.27433310099431,79.92746743542975
TEST_019,39.04952227473102,65.17085914446685
TEST_020,14.173673982267712,36.17316907494091
TEST_021,8.673910289093829,26.047337421044176
TEST_022,27.23114299648277,41.94454397121744
TEST_023,29.06168293119181,38.97807254870144
TEST_024,23.827081372544196,38.483502157997385
TEST_025,25.770766986564247,55.49304634724268
TEST_026,20.012189485933966,47.56682741896298
TEST_027,66.60535847435251,87.72569947660796
TEST_028,40.72098539090321,57.66945220694536
TEST_029,37.985131370646684,53.0556004511761
TEST_030,33.846665022587636,60.47922161244519
TEST_031,18.095012437172148,32.98218065804674
TEST_032,17.15831738264849,36.61725304444279
TEST_033,34.6402835605115,56.905726533507405
TEST_034,30.663100018068608,53.76880097111774
TEST_035,27.73127112604968,28.50703313257611
TEST_036,35.21086815606355,52.71352192459032
TEST_037,47.07281313573236,67.76807925574417
TEST_038,39.97009690917192,50.87228194520262
TEST_039,25.09885194221516,50.156973522300696
TEST_040,33.57900241404478,45.89138165486418
TEST_041,72.09791807738695,86.93076457906079
TEST_042,27.197252314948663,30.42452596568627
TEST_043,22.530685783105028,41.98930472649169
TEST_044,33.09527519029286,47.313824731450076
TEST_045,65.30747850018206,75.82144033312656
TEST_046,20.54527431280731,48.07557969358215
TEST_047,19.036771094362482,34.815166137110765
TEST_048,66.36731129777418,74.32519331848445
TEST_049,35.293390479124184,58.629684903064025
TEST_050,71.8500871927772,83.98242104029805
TEST_051,32.79852876451067,51.74447189010433
TEST_052,39.653696187918115,43.33201004350331
TEST_053,26.05911236944985,42.57473178263842
TEST_054,26.05532917098555,46.332651833741245
TEST_055,26.2485846702712,50.515155812621266
TEST_056,47.872748589793396,65.48616232434628
TEST_057,37.68422517038974,69.82814256766923
TEST_058,25.212535379586637,47.9461964176925
TEST_059,36.138991380812016,44.61466892055888
TEST_060,18.877063904529255,43.879262395065595
TEST_061,58.31497250855639,71.10088400247153
TEST_062,33.94249870899211,52.16554566532275
TEST_063,53.936086537477436,67.183386886135
TEST_064,28.953475618076858,56.65262614435063
TEST_065,41.094709046426054,58.522757911347675
TEST_066,54.83040704111556,73.06963796670001
TEST_067,41.6731854552147,52.73329406796953
TEST_068,44.227318640143324,74.13433810442604
TEST_069,37.72626430843395,62.372037836236025
TEST_070,20.816651084275314,60.88922097800114
TEST_071,40.13501628223014,69.06641970953916
TEST_072,30.64140317702089,56.50221858298685
TEST_073,47.235795177634664,77.28125551341384
TEST_074,22.4339443465702,33.170310185188704
TEST_075,57.92585331570983,74.74349042214104
TEST_076,44.82760366487087,61.408441557835296
TEST_077,49.404088056699194,51.840094132622504
TEST_078,36.94442668432023,67.35163300339545
TEST_079,35.581201839840304,57.06677567857472
TEST_080,50.54874919821974,69.6636460661108
TEST_081,48.30103474394314,61.77113338695087
TEST_082,36.14064357684381,43.54283685467734
TEST_083,17.26083677562594,29.291834064539927
TEST_084,23.052438533703636,46.103999277970104
TEST_085,61.32039817758116,80.75575898405867
TEST_086,43.859651117572405,47.28168847662148
TEST_087,77.96547582898302,77.59426570709886
TEST_088,50.62214723297859,64.8293065409963
TEST_089,58.91899300012483,76.78830581226288
TEST_090,23.928595838175376,38.70218646946239
TEST_091,27.313765167336445,38.79503445415897
TEST_092,42.00706158764299,45.43511466607732
TEST_093,30.535583517914624,58.18892565436028
TEST_094,67.5584284455468,81.23818489363904
TEST_095,29.42666283380242,49.39337624888845
TEST_096,68.91845889049553,82.21450776004119
TEST_097,76.40746682543521,75.40162945088775
TEST_098,19.658020254440014,39.88053505852013
TEST_099,19.93704900498388,23.835834437254604
TEST_100,67.57466093959697,74.39335798306126
TEST_101,14.280805171888519,37.58679747505666
TEST_102,62.91342193049992,76.15541198594968
TEST_103,55.106114064823075,80.93968082787063
TEST_104,32.74333574627983,50.42427681344962
TEST_105,41.21356585309215,61.412716577721994
TEST_106,40.50497203577329,53.30543104779189
TEST_107,68.61205415394822,82.77574468963925
TEST_108,41.22873749216021,70.30981778134657
TEST_109,21.60150831735075,41.35270908807443
TEST_110,39.246344146628104,50.01574047682084
TEST_111,42.834594634026445,58.118948371402944
TEST_112,35.5720564607462,37.13249998168371
TEST_113,51.2882267008187,66.11949117216241
TEST_114,37.48345938211307,64.94022501130115
TEST_115,13.816014989643303,34.59255221370918
TEST_116,17.953897100296587,32.48314154277143
TEST_117,52.46963075768875,61.515329093551266
TEST_118,62.428190711431874,47.06712805457876
TEST_119,28.38724621316536,31.177053311877977
TEST_120,54.852633268664505,69.69758357559351
TEST_121,42.964368588374526,63.226131991774075
TEST_122,20.69399847587026,30.64524461195085
TEST_123,44.12924963312684,73.55777240631679
TEST_124,10.373434006545693,28.956831642616237
TEST_125,65.57837539744195,77.07453752969207
TEST_126,23.45507183028235,50.70639048731685
TEST_127,52.2799735280366,74.88222549635049
TEST_128,45.90850118395231,60.082168053296314
TEST_129,12.55428286441984,25.187795463567276
TEST_130,38.22872576397391,64.73094454118743
TEST_131,18.832565010570733,40.781747560071445
TEST_132,22.155351851577553,44.48778954532645
TEST_133,30.416425847647854,39.010945879994075
TEST_134,17.850930852735942,40.5926438585869
TEST_135,41.45022484930884,65.61624276364029
TEST_136,57.83091524341397,72.52011326356742
TEST_137,39.09714482474122,59.0846119722314
TEST_138,32.3435773159212,35.49110606355679
TEST_139,37.26531301963806,52.31661927125528
TEST_140,18.46403796115554,37.70839138701266
TEST_141,25.123406010511246,23.167718081962377
TEST_142,35.278312943979635,45.91907734446651
TEST_143,33.21421718781271,54.53101911063779
TEST_144,38.96807146934087,68.04849432997469
TEST_145,28.72187904227504,32.174109246202924
TEST_146,76.21901220961733,81.80216349246626
TEST_147,40.07637967819137,73.73261612776508
TEST_148,16.999406447750342,35.12837354256107
TEST_149,36.477115016635395,67.90594084625823
TEST_150,35.88918302891372,56.339384913263494
TEST_151,52.80984381495479,75.40245818424276
TEST_152,30.358436674835062,50.374864965616375
TEST_153,17.229933210382093,34.36016041329856
TEST_154,18.6273434419587,41.051929270356986
TEST_155,35.93498057211933,57.471469718726446
TEST_156,17.90684464703039,46.2853636630032
TEST_157,39.637204338297565,58.575404168755036
TEST_158,31.89616736444563,50.14790110212835
TEST_159,25.12108415290039,38.5859674330565
TEST_160,62.48192519766579,74.87274717434528
TEST_161,46.99846136737896,74.45079244723865
TEST_162,84.73857189171179,84.73242529056753
TEST_163,74.13488548459524,77.89904577722405
TEST_164,23.841093178105112,44.37577147686524
TEST_165,31.882006581844266,51.30504269150634
TEST_166,25.330749914559902,43.87357180223976
TEST_167,55.159263220537994,73.06075459453854
TEST_168,57.53641486637469,64.53053589068531
TEST_169,23.371964758901477,24.244662836776154
TEST_170,15.452771156581292,34.02245714299084
TEST_171,28.431052427077855,50.41717043145825
TEST_172,21.713646968293034,43.53151056178077
TEST_173,22.891396619506054,19.687581394492277
TEST_174,41.68898557619399,44.96199006892197
TEST_175,51.644566457263494,74.13522030640183
TEST_176,56.812644041933254,62.33811745987514
TEST_177,31.481786705799472,54.71046157238366
TEST_178,44.00475717246201,63.7360192061961
TEST_179,31.755825145392695,55.57927999811456
TEST_180,45.31400772266927,56.36645627520024
TEST_181,23.231636159123045,46.87390105880167
TEST_182,26.597461511095695,52.83620887921511
TEST_183,26.009815970120304,42.05847024992608
TEST_184,38.544614323952956,46.982621646712595
TEST_185,24.213712407616537,53.06956610732228
TEST_186,29.021971014580668,43.74393132379206
TEST_187,34.48059728509725,69.69017440950645
TEST_188,7.071107706396568,16.999798252619378
TEST_189,37.31751487984875,51.002439939186814
TEST_190,62.45909651367249,66.30355123178393
TEST_191,29.413270935077257,57.40826672571644
TEST_192,22.095433139027868,31.920716548437092
TEST_193,44.336634922318936,64.3838241497202
TEST_194,28.780368202376813,43.168001139463435
TEST_195,29.793029962764308,41.719652201352496
TEST_196,45.162417746117896,71.91267046158319
TEST_197,31.01849103946397,46.665043908874374
TEST_198,58.84782799285988,80.9347693251766
TEST_199,46.482222402014536,77.71966243092683
TEST_200,38.60803372982025,68.9341175690601
TEST_201,21.366868875509503,37.34385100281394
TEST_202,74.13897467137154,84.27784391596128
TEST_203,47.92304995659033,70.6238045304612
TEST_204,36.185258461597215,55.25908412533496
TEST_205,31.2555057421626,63.28537035728849
TEST_206,38.65562863064149,48.93565141081144
TEST_207,38.76647858613049,55.49644389658696
TEST_208,14.521906982269764,40.93977337663587
TEST_209,39.25802481581826,50.109881354640166
TEST_210,45.056118019866574,63.69657162187823
TEST_211,39.603396017200744,66.43154003072308
TEST_212,12.2045701329447,40.39273779369886
TEST_213,37.05887982113597,48.32798305208082
TEST_214,15.766710734188093,50.03446063135128
TEST_215,38.78159290575908,48.10893510157947
TEST_216,17.05229423832671,31.622952554290542
TEST_217,57.304870556369785,70.911207098175
TEST_218,88.15253940525604,80.17531955148843
TEST_219,41.14168530418057,45.52732233136264
TEST_220,22.73988919915997,38.776593456159084
TEST_221,37.46811645312106,62.05673276995627
TEST_222,9.041367466252375,29.178281435756716
TEST_223,77.02298034774196,75.39900866246535
TEST_224,61.787345258418426,54.711483819424394
TEST_225,38.346932865951445,58.21422879624662
TEST_226,38.17503393943013,50.81913782662391
TEST_227,24.37749086565345,40.35438376279198
TEST_228,49.00879226560822,71.40103778079623
TEST_229,35.42236429319766,40.12768810981936
TEST_230,18.513789633431173,37.92723918864821
TEST_231,47.53598973849124,54.49192673797567
TEST_232,23.061219841075722,36.455083092792485
TEST_233,16.977625179756615,47.46687784136113
TEST_234,11.841099446283433,39.230809198192865
TEST_235,33.34506593749394,58.363416713909885
TEST_236,19.65575382389624,36.56556625616191
TEST_237,25.891766341468212,52.32610994393974
TEST_238,34.50330170774799,49.40211344000574
TEST_239,53.77547744206249,65.70654883098402
TEST_240,42.167765941437736,54.007368146477646
TEST_241,40.65773441224102,72.64322289376358
TEST_242,79.00855023175737,75.99368143873241
TEST_243,24.411680924194627,30.69481401992708
TEST_244,62.72534749931072,58.19526425324118
TEST_245,58.432928888352286,71.20020317609738
TEST_246,77.9943553679755,79.32712668594922
TEST_247,33.701761933921205,56.66781737496785
TEST_248,29.974155048484512,54.08270988189556
TEST_249,51.07818239937469,61.61149484947103
TEST_250,68.99216447715138,57.71800527334013
TEST_251,25.600584644618703,41.19403186208905
TEST_252,72.99813423900856,89.64293457758018
TEST_253,23.614067669053604,48.90492929844813
TEST_254,72.53742441248184,76.05911998210337
TEST_255,37.96299514319543,66.87607409985375
TEST_256,56.9702097540177,77.88483901043392
TEST_257,65.24660418713846,79.77467228841454
TEST_258,30.676185812538996,54.103029094750816
TEST_259,60.16599868695297,87.62114512419342
TEST_260,31.325098801277612,35.70592278078984
TEST_261,76.21985989013619,76.98244634577213
TEST_262,30.774235789308165,54.204954486076794
TEST_263,37.759158432840465,51.19682025726154
TEST_264,37.45963831240026,55.06702687913398
TEST_265,29.446351664287874,53.28763914587115
TEST_266,21.6115122720824,47.34051597564554
TEST_267,48.797368170991895,61.60376521579604
TEST_268,51.9875204621421,70.78957441922361
TEST_269,14.926963107406237,22.90617889944287
TEST_270,72.9494676522922,82.27821838511329
TEST_271,34.10405496847343,56.368929277361154
TEST_272,42.43041313902228,53.24814204486976
TEST_273,41.823952424606865,70.56779604342651
TEST_274,23.333621373938357,41.81186579246128
TEST_275,16.501022280793386,33.820232005507926
TEST_276,52.876114014805225,68.83087961778133
TEST_277,34.73872410591869,55.745906776000346
TEST_278,35.10627500940042,48.69996714425155
TEST_279,36.77222324093378,58.645563916951666
TEST_280,24.529648249467684,36.79577920969077
TEST_281,16.329981378797132,36.06654821519721
TEST_282,9.34616127370129,35.14637651854908
TEST_283,77.10437986295882,75.47060733819953
TEST_284,41.391965027019175,63.118911273132866
TEST_285,43.54554374800864,68.58199492027413
TEST_286,77.97285875652726,82.87000026018077
TEST_287,60.33594279907136,81.4376523597854
TEST_288,52.20787323911154,69.59096792247735
TEST_289,40.81603257553618,58.57840349655958
